filename,title,url,filter_reason,equipment,fitness_goal,workout_type,gender,training_level,days_per_week
workouts__scrutinys-4-day-muscle-building-split.html__3b9f1c32ad.html,Scrutiny's 4 Day Muscle Building Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/scrutinys-4-day-muscle-building-split.html,Strict review #36: Forum duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__sean-sullivans-back-specialization-workout.html__4bfb9b23a5.html,Sean Sullivan's Back Specialization Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/sean-sullivans-back-specialization-workout.html,"Strict review #37: Specialization, not general program",fully equipped gym,muscle building,split,both,intermediate,5
workouts__sean-sullivans-power-base-workout.html__b632e08764.html,Sean Sullivan's Power Base Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/sean-sullivans-power-base-workout.html,Strict review #36: Athlete duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__september-starter-beginner-workout__48821f9931.html,September Starter Workout: 4 Week Beginner Workout Routine,https://www.muscleandstrength.com/workouts/september-starter-beginner-workout,Strict review #33: Seasonal duplicate,fully equipped gym,muscle building,split,both,beginner,4
workouts__serious-biceps-triceps-muscle-routine__d7b478270f.html,Get Serious Arm-Size With This Biceps & Triceps Workout,https://www.muscleandstrength.com/workouts/serious-biceps-triceps-muscle-routine,Strict review #19: Duplicate arms,fully equipped gym,muscle building,single muscle group,both,beginner,1
workouts__shaun--s-3-day-muscle-building-split.html__67c3574fec.html,Shaun's 3 Day Muscle Building Split Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/shaun--s-3-day-muscle-building-split.html,Strict review #35: Forum-member duplicate,fully equipped gym,muscle building,split,both,intermediate,3
workouts__shauns-30-minute-workout-split.html__12ca725b51.html,Shaun's 30 Minute Workout Split Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/shauns-30-minute-workout-split.html,"Strict review #37: Duplicate, time-gimmick",fully equipped gym,muscle building,split,both,intermediate,5
workouts__shauns-4-day-muscle-building-split-routine.html__f3da78023e.html,Shaun's 4 Day Muscle Building Split Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/shauns-4-day-muscle-building-split-routine.html,Strict review #36: Forum duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__shauns-4-day-progressive-overload-split.html__51e96a87f7.html,Shaun's 4 Day Progressive Overload Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/shauns-4-day-progressive-overload-split.html,Strict review #36: Forum duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__shul-workout__62be865b37.html,Modified Strength Hypertrophy Upper Lower (S.H.U.L) Workout,https://www.muscleandstrength.com/workouts/shul-workout,Strict review #36: PHUL variant duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__start-from-scratch-beginner-workout__2c63e94a89.html,Start from Scratch: 6 Week Complete Beginner Program,https://www.muscleandstrength.com/workouts/start-from-scratch-beginner-workout,Strict review #33: Series part 1 — standard beginner option already kept,fully equipped gym,muscle building,split,both,beginner,4
workouts__start-from-scratch-phase-2__1b52263790.html,Phase 2 of the Complete Beginner's Program,https://www.muscleandstrength.com/workouts/start-from-scratch-phase-2,Strict review #32: Phase 2 of a multi-part series (Phase 1 lives in the 4-day combo) — confusing as standalone,fully equipped gym,muscle building,split,both,beginner,3
workouts__starting-strong-8-week-workout-for-beginners__60c2a965d3.html,Starting Strong: The Ultimate 8 Week Workout for Beginners,https://www.muscleandstrength.com/workouts/starting-strong-8-week-workout-for-beginners,Strict review #14: Duplicate generic 8-week beginner program,fully equipped gym,muscle building,full body,both,beginner,3
workouts__stephanies-circuit-style-fat-burning-workout.html__4e5ef6c540.html,Stephanie's Circuit Style Fat Burning Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/stephanies-circuit-style-fat-burning-workout.html,"Strict review #50: Transformation-feature circuit, duplicate concept",home / small gym,fat loss,full body,both,beginner,2
workouts__steve-kuclo-mass-building-workout__96a65646a0.html,Steve Kuclo Mass Building Inspired Workout Split,https://www.muscleandstrength.com/workouts/steve-kuclo-mass-building-workout,Strict review #40: Celebrity-inspired compilation,fully equipped gym,muscle building,split,men,advanced,5
workouts__steves-density-and-strength-4-day-split.html__6d5fa53a32.html,Density & Strength: 4-Day Powerbuilding Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/steves-density-and-strength-4-day-split.html,Strict review #36: Powerbuilding duplicate of PHUL,fully equipped gym,muscle building,split,both,intermediate,4
workouts__summer-burn-12-week-fat-melting-workout__1e3ae1a61a.html,Summer Burn: 12 Week Fat Melting Workout,https://www.muscleandstrength.com/workouts/summer-burn-12-week-fat-melting-workout,Strict review #09: Generic seasonal shred duplicate,fully equipped gym,fat loss,split,both,intermediate,4
workouts__summer-shape-up-womens-gym-workout__fbe9efdb27.html,Summer Shape Up: Women's 6 Week Fat-Burning Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/summer-shape-up-womens-gym-workout,Strict review #13: Duplicate: seasonal 6-week version of the same women's fat-loss concept,fully equipped gym,fat loss,split,women,beginner,5
workouts__summer-strength-4-day-strength-split__15d4506a96.html,Summer Strength: 4 Day Strength Building Workout Split,https://www.muscleandstrength.com/workouts/summer-strength-4-day-strength-split,Strict review #74: Strength-goal mismatch in muscle-building slot,home / small gym,muscle building,split,both,intermediate,4
workouts__super-shoulder-striations-workout__9526be73e4.html,Super Shoulder Striations: Get Ripped Shoulders with this Workout,https://www.muscleandstrength.com/workouts/super-shoulder-striations-workout,Strict review #21: Duplicate shoulders,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__superset-triset-chest-back-workout__42c33f8bc3.html,Superset & Triset Chest And Back Workout By MusclePharm | Muscle & Strength,https://www.muscleandstrength.com/workouts/superset-triset-chest-back-workout,Strict review #21: Chest+back combo — overlaps two picks,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__sweatshirt-swole-program__2403b16fe5.html,Sweatshirt Swole: The Ultimate Bulking Workout Plan,https://www.muscleandstrength.com/workouts/sweatshirt-swole-program,Strict review #36: Seasonal novelty,fully equipped gym,muscle building,split,both,intermediate,4
workouts__swole-factory-athletic-muscle-workout__2ed761773f.html,Swole Factory: 6 Week Athletic Lean Muscle Workout,https://www.muscleandstrength.com/workouts/swole-factory-athletic-muscle-workout,Strict review #57: Muscle-building flavored duplicate,home / small gym,general fitness,full body,both,beginner,3
workouts__swolevember-bulkers-dream-workout__b4d8cc8e1a.html,SWOLEvember: 4 Week Bulker's Dream Workout,https://www.muscleandstrength.com/workouts/swolevember-bulkers-dream-workout,Strict review #37: Seasonal novelty,fully equipped gym,muscle building,split,both,intermediate,5
workouts__tabata-workout-fat-loss__e3004897dd.html,Short on Time? Tabata Workout for Fat Loss,https://www.muscleandstrength.com/workouts/tabata-workout-fat-loss,Strict review #54: Time-gimmick duplicate,home / small gym,fat loss,full body,women,beginner,3
workouts__tailgates-and-touchdowns-workout__623ca6b069.html,The Super Fan Workout: Look Like a Pro in Your Jersey,https://www.muscleandstrength.com/workouts/tailgates-and-touchdowns-workout,Strict review #37: Sports-fan novelty,fully equipped gym,muscle building,split,both,intermediate,5
workouts__take-it-stairs-workout__badabb9c4e.html,Take It To The Stairs Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/take-it-stairs-workout,Strict review #03: Requires outdoor stairs — situational/niche vs. general lower-body circuit,body weight,general fitness,split,women,beginner,1
workouts__tank-top-workout__4c03c5db9d.html,Tank Top Workout: 4 Day Muscle Building Split,https://www.muscleandstrength.com/workouts/tank-top-workout,Strict review #36: Seasonal novelty,fully equipped gym,muscle building,split,both,intermediate,4
workouts__the-best-upper-body-workout-routine__2419e625c2.html,The Best Upper Body Workout Routine,https://www.muscleandstrength.com/workouts/the-best-upper-body-workout-routine,Strict review #33: Exercise-guide listicle with sample workouts,fully equipped gym,muscle building,split,both,beginner,4
workouts__the-body-fat-beat-down__3d31229a21.html,The Body Fat Beat Down: 10 Week Fat Loss Workout Routine,https://www.muscleandstrength.com/workouts/the-body-fat-beat-down,Strict review #07: Duplicate: generic 10-week beginner fat-loss program,fully equipped gym,fat loss,split,both,beginner,4
workouts__the-leg-gauntlet-by-stephanie-foley.html__17683935fc.html,The Leg Gauntlet By Stephanie Foley | Muscle & Strength,https://www.muscleandstrength.com/workouts/the-leg-gauntlet-by-stephanie-foley.html,Strict review #21: Women-specific legs in 'both' slot; duplicate legs,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__the-metabolic-circuit.html__107476eb63.html,The Metabolic Circuit | Muscle & Strength,https://www.muscleandstrength.com/workouts/the-metabolic-circuit.html,"Strict review #53: Single circuit, not a full plan",home / small gym,fat loss,full body,both,intermediate,3
workouts__the-next-step-6-week-intermediate-workout-program__53282a8b1c.html,The Next Step: 6 Week Intermediate Mass Building Workout,https://www.muscleandstrength.com/workouts/the-next-step-6-week-intermediate-workout-program,Strict review #42: Continuation of a beginner series — fragment,fully equipped gym,muscle building,split,men,intermediate,4
workouts__the-pec-pumper-chest-workout__da32879816.html,The Pec Pumper: Workout to Blow Up Your Chest,https://www.muscleandstrength.com/workouts/the-pec-pumper-chest-workout,Strict review #26: Duplicate chest,fully equipped gym,muscle building,single muscle group,men,intermediate,1
workouts__training-older-athlete__c0c02d3a06.html,Training for the Older Athlete: Making Gains After 40,https://www.muscleandstrength.com/workouts/training-older-athlete,Strict review #33: Overlaps the kept 40+ program,fully equipped gym,muscle building,split,both,beginner,4
workouts__triple-header-tricep-workout__accc9dcf55.html,12 Week Triple Header Triceps Workout Program,https://www.muscleandstrength.com/workouts/triple-header-tricep-workout,Strict review #26: Triceps-only; arms covered by giant-arms pick,fully equipped gym,muscle building,single muscle group,men,intermediate,1
workouts__troys-3-day-maintenance-workout.html__6a9eb77424.html,Troy's 3 Day Maintenance Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/troys-3-day-maintenance-workout.html,Strict review #35: Maintenance routine — unclear goal fit,fully equipped gym,muscle building,split,both,intermediate,3
workouts__tut-workout-program__442723d2e7.html,TUT Workout: A Muscle Building Workout Split,https://www.muscleandstrength.com/workouts/tut-workout-program,Strict review #29: Generic TUT method duplicate,fully equipped gym,muscle building,split,both,advanced,4
workouts__ultimate-bench-press-workout__1f04eb7c18.html,Ultimate Bench Press Workout: Increase Strength And Chest Size,https://www.muscleandstrength.com/workouts/ultimate-bench-press-workout,Strict review #19: Duplicate chest/bench,fully equipped gym,muscle building,single muscle group,both,beginner,1
workouts__upper-lower-workout-for-tall-guys__7fbe5fef24.html,Upper/Lower Workout Routine for Tall Guys,https://www.muscleandstrength.com/workouts/upper-lower-workout-for-tall-guys,Strict review #36: Tall-guys niche,fully equipped gym,muscle building,split,both,intermediate,4
workouts__vcs-volume-cluster-strength-back-workout__901e4d41b1.html,"VCS 3 Stage Back Workout - Volume, Cluster & Strength Training | Muscle & Strength",https://www.muscleandstrength.com/workouts/vcs-volume-cluster-strength-back-workout,Strict review #21: Duplicate back,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__warrior-elite-workout-program__010e8913f3.html,The Warrior Elite Workout Program,https://www.muscleandstrength.com/workouts/warrior-elite-workout-program,Strict review #30: Military-themed (novelty category already filtered elsewhere),fully equipped gym,muscle building,split,both,advanced,5
workouts__weekend-warrior__cd0dc242a7.html,The Weekend Warrior Workout,https://www.muscleandstrength.com/workouts/weekend-warrior,Strict review #61: Sports/intramural novelty,home / small gym,muscle building,full body,both,beginner,3
workouts__whitney-reid-fast-21-program__28fe454aba.html,Fast 21 Workout: 3 Weeks To A Lean & Shredded Physique,https://www.muscleandstrength.com/workouts/whitney-reid-fast-21-program,Strict review #38: 3-week shred — goal mismatch in muscle-building slot,fully equipped gym,muscle building,split,both,intermediate,6
workouts__wild-20-powerbuilding-workout__e47e6610de.html,"Wild 20 Powerbuilding Workout: Get Crazy, Get Big & Strong | Muscle & Strength",https://www.muscleandstrength.com/workouts/wild-20-powerbuilding-workout,Strict review #36: Method duplicate,fully equipped gym,muscle building,split,both,intermediate,4
workouts__womens-3-day-glute-workout__b558fa493f.html,Women's 3-Day Glute Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/womens-3-day-glute-workout,Strict review #62: Duplicate glute-focused women's home plan,home / small gym,muscle building,full body,women,beginner,3
workouts__workout-program-for-tall-guys__1fce6d218b.html,Muscle Building Workout Program for Tall Guys and Gals,https://www.muscleandstrength.com/workouts/workout-program-for-tall-guys,Strict review #37: Tall niche,fully equipped gym,muscle building,split,both,intermediate,5
workouts__workout-program-to-get-huge__978b9f990a.html,12 Week Workout Program to Get Huge,https://www.muscleandstrength.com/workouts/workout-program-to-get-huge,Strict review #36: Generic mass duplicate,fully equipped gym,muscle building,split,both,intermediate,4
