canonical_name,slug,used_in_n_workout_slots,cal_per_hr_150lb,cal_15min_150lb,met_estimate,calorie_source,match_type,match_score,fitclick_name,fitclick_eqID,fitclick_url,fitclick_category,fitclick_muscle,exercise_url
"Week 13-15 - Repeat week 4-6, but with heavier loads",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"Week 16-18 - Repeat week 7-9, but with heavier loads",,1,408,102,5.71,strength_median_estimate,,,,,,,,
Sandbag Situps,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Oblique Crunches (each side),standing-oblique-cable-crunch,1,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/standing-oblique-cable-crunch.html
X Lunges holding dumbbells,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Jumping Lunges,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Tricep Machine,,1,306,76,4.29,fitclick_match,fuzzy_low,0.67,Machine Triceps Extensions,67,https://www.fitclick.com/exercises_Machine_Triceps_Extensions?eqID=67,Triceps,Triceps,
Inner Leg Machine,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Push Ups on Smith Machine Barbell,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Outer Leg Raises on Mat,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Butt Kicks (weighted),,1,408,102,5.71,fitclick_match,exact,1.0,Butt Kicks,5234,https://www.fitclick.com/exercises_Butt_Kicks?eqID=5234,Cardio,Drills/Plyometrics,
Knee Raise,chair-knee-raise,1,432,108,6.05,fitclick_match,fuzzy_low,0.67,Standing Knee Raise,7378,https://www.fitclick.com/exercises_Standing_Knee_Raise?eqID=7378,Abdominals,Rectus Abdominis,https://www.muscleandstrength.com/exercises/chair-knee-raise.html
Outer Leg Machine,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Static Crunch,,1,272,68,3.81,fitclick_match,fuzzy,0.87,Stick Crunch,4365,https://www.fitclick.com/exercises_Stick_Crunch?eqID=4365,Abdominals,Rectus Abdominis,
Muffin Tops,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Ball Chest Flys,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Standing on One Foot Hammer Curls,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
Fireman Butt Kicks,,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Butt Kicks,5234,https://www.fitclick.com/exercises_Butt_Kicks?eqID=5234,Cardio,Drills/Plyometrics,
Ab Exercise (Pick your favorite),abs,1,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/abs
Pause Squat,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Running in Place,,1,853,213,11.95,fitclick_match,exact,1.0,running in place,7623,https://www.fitclick.com/exercises_running_in_place?eqID=7623,Cardio,Workout Programs/Videos,
High Kick,,1,134,34,1.88,fitclick_match,fuzzy_low,0.67,High leg kick,1847,https://www.fitclick.com/exercises_High_leg_kick?eqID=1847,Cardio,Running,
Hand Chest Press and Row,,1,408,102,5.71,category_estimate,,,,,,Back,,
Prone Dumbbell Incline Curl,prone-incline-dumbbell-curl,1,340,85,4.76,fitclick_match,fuzzy,0.75,Incline Dumbbell Curls,45,https://www.fitclick.com/exercises_Incline_Dumbbell_Curls?eqID=45,Biceps,Biceps,https://www.muscleandstrength.com/exercises/prone-incline-dumbbell-curl.html
"Dumbbell step up - step down close to bench to work quads. Chins - focus on biceps, not back.",,1,408,102,5.71,category_estimate,,,,,,Thighs,,
"Cable crossovers - nice and slow, squeeze chest at the top of the movement as if you're trying to crush something between your chest muscles",,1,408,102,5.71,category_estimate,,,,,,Chest,,
Wide Grip Cable Row (overhand grip),,1,408,102,5.71,category_estimate,,,,,,Back,,
Deadlifts - Increase weight on each set,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Prone Reverse Raise,,1,408,102,5.71,strength_median_estimate,,,,,,,,
"Upright row - make arms right angles when you go up, focus on medial delt.
				Rope pulldowns - pull rope apart at the bottom of the movement, don't cheat!",,1,408,102,5.71,category_estimate,,,,,,Back,,
"Swiss ball dumbbell press:
						Use alternate arms and 3-1-3 rep timing. Focus on squeezing the muscle at the top of the movement and keeping the tension on the muscle throughout the whole set.

						Incline bench:
						After each set hit the ground for as many pushups as possible with slow rep timing.

						Cable crossovers:
						We're looking for complete control here, ultra slow and controlled. Huge squeeze in the middle. Concentrate on muscle pump!",,1,408,102,5.71,category_estimate,,,,,,Chest,,
"Chest Dips:
						Slow movement. Add weight if you can. Lean forward to emphasize pecs.

						Bench superset:
						Heavy benching followed by 12 slow flys. Keep arms wide and low for good stretch and squeeze on contraction at the top of exercise.",,1,408,102,5.71,category_estimate,,,,,,Chest,,
"Slow reps, perfect form. No intensity exercises this week, preparing for drop sets next week.",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"Dumbbell bench press drop set:
						Start with a weight that you can just press for 10 reps. Drop down 4 times. For example: 30kg, 25kg, 20kg, 15kg.

						Bench press:
						You should be almost spent from that last drop set so now we're doing slow reps with a lighter weight focusing on controlling the weight, stretch at the bottom and big contraction at the top. Look for 4-1-4 rep timing. Weight does not matter on this!

						Cable crossovers:
						Same instructions as dumbbell drop set. Good from, good stretch and contraction - feel the chest burn!",,1,408,102,5.71,category_estimate,,,,,,Chest,,
"All exercises should be done slowly! Focus on crunching the ab muscles, not rotating at the hips. You should use enough weight so that you can just complete the set with good technique. If you feel like you can do a few more reps, add more weight.",,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Hanging knee raises - twist left AND right on each rep.,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Resistance Band Pull Down,,1,408,102,5.71,strength_median_estimate,,,,,,,,
4. Reverse Grip Dumbbell Press,reverse-dumbbell-bench-press,1,408,102,5.71,fitclick_match,fuzzy_low,0.6,Reverse Dumbbell Chest Press,4090,https://www.fitclick.com/exercises_Reverse_Dumbbell_Chest_Press?eqID=4090,Chest,Pectorals,https://www.muscleandstrength.com/exercises/reverse-dumbbell-bench-press.html
Kettlebell Overhead Press,,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Kettlebell Press,4481,https://www.fitclick.com/exercises_Kettlebell_Press?eqID=4481,Shoulders,Deltoids,
Kettlebell Split Lunge,double-kettlebell-split-squat,1,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/double-kettlebell-split-squat
Kettlebell Lateral Lunge,kettlebell-lateral-lunge,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,lateral Lunge,1817,https://www.fitclick.com/exercises_lateral_Lunge?eqID=1817,Cardio,Other/Miscellaneous,https://www.muscleandstrength.com/exercises/kettlebell-lateral-lunge
Kettlebell Clean,1-kb-kettlebell-clean,1,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/1-kb-kettlebell-clean
Kettlebell Angled Press,kettlebell-angled-press,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Kettlebell Press,4481,https://www.fitclick.com/exercises_Kettlebell_Press?eqID=4481,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/kettlebell-angled-press
One Arm Reverse Fly,one-arm-bent-over-dumbbell-reverse-fly,1,408,102,5.71,category_estimate,,,,,,Chest,,https://www.muscleandstrength.com/exercises/one-arm-bent-over-dumbbell-reverse-fly.html
Single Arm Kettlebell Deadlift,1-kettlebell-suitcase-deadlift,1,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/1-kettlebell-suitcase-deadlift
Close Grip EZ-Bar Curl,close-grip-ez-bar-curl,1,340,85,4.76,fitclick_match,fuzzy,0.83,EZ Bar Curls with Close Grip,5178,https://www.fitclick.com/exercises_EZ_Bar_Curls_with_Close_Grip?eqID=5178,Biceps,Biceps,https://www.muscleandstrength.com/exercises/close-grip-ez-bar-curl.html
Wide Grip EZ-Bar Curl,wide-grip-ez-bar-curl,1,340,85,4.76,fitclick_match,fuzzy,0.83,EZ Bar Curls with Wide Grip,5177,https://www.fitclick.com/exercises_EZ_Bar_Curls_with_Wide_Grip?eqID=5177,Biceps,Biceps,https://www.muscleandstrength.com/exercises/wide-grip-ez-bar-curl.html
Close Grip Triceps Press (elbows wide),close-grip-ez-bar-press,1,408,102,5.71,fitclick_match,fuzzy_low,0.6,Close-Grip Bench Press,16,https://www.fitclick.com/exercises_Close_Grip_Bench_Press?eqID=16,Triceps,Pectorals,https://www.muscleandstrength.com/exercises/close-grip-ez-bar-press
Rope Hammer Cable Curl,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
Overhead Rope Triceps Extension,standing-low-pulley-overhead-tricep-extension,1,408,102,5.71,fitclick_match,fuzzy_low,0.6,Superband Overhead Triceps Extension,908,https://www.fitclick.com/exercises_Superband_Overhead_Triceps_Extension?eqID=908,Triceps,Triceps,https://www.muscleandstrength.com/exercises/standing-low-pulley-overhead-tricep-extension.html
Rack Pull - Above the Knee,,1,408,102,5.71,category_estimate,,,,,,Back,,
Rack Pull - Below the Knee,,1,408,102,5.71,category_estimate,,,,,,Back,,
Incline Cable Fly,incline-cable-flys,1,357,89,5.0,fitclick_match,fuzzy,0.87,Incline Cable Flyes,3886,https://www.fitclick.com/exercises_Incline_Cable_Flyes?eqID=3886,Chest,Pectorals,https://www.muscleandstrength.com/exercises/incline-cable-flys.html
Split squat jumps,dumbbell-split-jump,1,527,132,7.38,fitclick_match,fuzzy_low,0.67,Split Jumps,3452,https://www.fitclick.com/exercises_Split_Jumps?eqID=3452,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/dumbbell-split-jump.html
One-arm kettlebell or dumbbell clean and press,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Box jumps,,1,510,128,7.14,fitclick_match,exact,1.0,Box Jumps,538,https://www.fitclick.com/exercises_Box_Jumps?eqID=538,Thighs,Thighs,
Renegade rows,,1,408,102,5.71,fitclick_match,exact,1.0,Renegade Row,2419,https://www.fitclick.com/exercises_Renegade_Row?eqID=2419,Cardio,Other/Miscellaneous,
Mountain climbers,,1,466,116,6.53,fitclick_match,exact,1.0,Mountain Climbers,422,https://www.fitclick.com/exercises_Mountain_Climbers?eqID=422,Abdominals,Rectus Abdominis,
One-arm kettlebell or dumbbell push press,,1,344,86,4.82,category_estimate,,,,,,Shoulders,,
Floor wipers,,1,459,115,6.43,fitclick_match,fuzzy_low,0.67,Barbell Floor Wipers,5114,https://www.fitclick.com/exercises_Barbell_Floor_Wipers?eqID=5114,Abdominals,Rectus Abdominis,
Two-arm kettlebell or dumbbell clean and press,,1,408,102,5.71,strength_median_estimate,,,,,,,,
3. Exercise Ball Leg Curl,exercise-ball-hamstring-curl,1,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/exercise-ball-hamstring-curl
Resistance Band Overhead Press,,1,344,86,4.82,category_estimate,,,,,,Shoulders,,
Single Leg Hip Thrust,single-leg-hip-thrust,1,333,83,4.66,fitclick_match,fuzzy_low,0.6,Single-Leg Hip Extension,427,https://www.fitclick.com/exercises_Single_Leg_Hip_Extension?eqID=427,Abdominals,Lower Rectus Abdominis,https://www.muscleandstrength.com/exercises/single-leg-hip-thrust
Band Curl,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
Resistance Band Chest Press,,1,306,76,4.29,fitclick_match,fuzzy_low,0.6,Chest Press with Band,7201,https://www.fitclick.com/exercises_Chest_Press_with_Band?eqID=7201,Chest,Pectorals,
Close Grip Resistance Band Pull Down,,1,306,76,4.29,category_estimate,,,,,,Triceps,,
Single Arm Resistance Band Pull Down,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Paused Weighted Push-Up,paused-push-up,1,544,136,7.62,fitclick_match,fuzzy,0.75,Weighted Push Up,2938,https://www.fitclick.com/exercises_Weighted_Push_Up?eqID=2938,Cardio,Home Activities,https://www.muscleandstrength.com/exercises/paused-push-up
Landmine Lateral Raise,landmine-lateral-raise,1,344,86,4.82,category_estimate,,,,,,Shoulders,,https://www.muscleandstrength.com/exercises/landmine-lateral-raise
Banded Single Leg Good Morning,single-leg-good-morning,1,425,106,5.95,fitclick_match,fuzzy,0.8,Single-Leg Good Morning,426,https://www.fitclick.com/exercises_Single_Leg_Good_Morning?eqID=426,Back,Spinal Erectors,https://www.muscleandstrength.com/exercises/single-leg-good-morning
Side Plank with Hip Dip,side-plank-with-hip-dip,1,306,76,4.29,fitclick_match,fuzzy_low,0.6,Side Plank Dips,5365,https://www.fitclick.com/exercises_Side_Plank_Dips?eqID=5365,Abdominals,Rectus Abdominis,https://www.muscleandstrength.com/exercises/side-plank-with-hip-dip
Single-Arm Landmine Press,single-arm-landmine-press,1,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/single-arm-landmine-press
Landmine Concentration Curl,,1,357,89,5.0,fitclick_match,fuzzy_low,0.67,Concentration Curls,18,https://www.fitclick.com/exercises_Concentration_Curls?eqID=18,Biceps,Biceps,
Banded Tricep Extension,banded-tricep-extension,1,306,76,4.29,category_estimate,,,,,,Triceps,,https://www.muscleandstrength.com/exercises/banded-tricep-extension
1 ½ Landmine Squat,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Standing Banded Hip Abduction,,1,306,76,4.29,fitclick_match,fuzzy_low,0.6,Bowflex Standing Hip Abduction,6757,https://www.fitclick.com/exercises_Bowflex_Standing_Hip_Abduction?eqID=6757,Thighs,Quadriceps,
Machine Glute Kickbacks,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Machine Dips,,1,306,76,4.29,fitclick_match,fuzzy_low,0.67,Machine Triceps Dips,183,https://www.fitclick.com/exercises_Machine_Triceps_Dips?eqID=183,Triceps,Triceps,
Machine Pull Down,,1,340,85,4.76,fitclick_match,fuzzy,0.87,Machine Pulldown,5308,https://www.fitclick.com/exercises_Machine_Pulldown?eqID=5308,Back,Latissimus Dorsi,
Machine Pullover,,1,272,68,3.81,fitclick_match,exact,1.0,Machine Pullovers,63,https://www.fitclick.com/exercises_Machine_Pullovers?eqID=63,Back,Latissimus Dorsi,
Machine Chin Up,,1,408,102,5.71,category_estimate,,,,,,Back,,
(Weighted) Chin Up,weighted-chin-up,1,408,102,5.71,fitclick_match,fuzzy,0.87,Chinup,380,https://www.fitclick.com/exercises_Chinup?eqID=380,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/weighted-chin-up
Single Leg Standing Leg Curl,,1,272,68,3.81,fitclick_match,fuzzy,0.75,Standing Leg Curls,103,https://www.fitclick.com/exercises_Standing_Leg_Curls?eqID=103,Thighs,Biceps Femoris (Hamstrings),
Overhead Lat Pull Down Curl,,1,408,102,5.71,category_estimate,,,,,,Back,,
A2. Reverse Barbell Curl,,1,357,89,5.0,fitclick_match,fuzzy_low,0.6,Standing Barbell Reverse Curls,100,https://www.fitclick.com/exercises_Standing_Barbell_Reverse_Curls?eqID=100,Biceps,Brachialis,
Incline Cable Push-Outs,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Decline 2 Arm Dumbbell Extension,,1,306,76,4.29,category_estimate,,,,,,Triceps,,
Seated Concentration Curl,barbell-concentration-curl,1,357,89,5.0,fitclick_match,fuzzy_low,0.67,Concentration Curls,18,https://www.fitclick.com/exercises_Concentration_Curls?eqID=18,Biceps,Biceps,https://www.muscleandstrength.com/exercises/barbell-concentration-curl.html
Seated 1/2 Rep Barbell Curl,seated-barbell-curl,1,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/seated-barbell-curl.html
Reverse Grip Low Cable Curl,standing-cable-reverse-curl,1,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/standing-cable-reverse-curl.html
4. Band Hold (on back),,1,408,102,5.71,strength_median_estimate,,,,,,,,
4. Band Hold (kneeling),,1,408,102,5.71,strength_median_estimate,,,,,,,,
3b. Band Hold (kneeling),,1,408,102,5.71,strength_median_estimate,,,,,,,,
2a. Reverse Hyperextension,,1,238,60,3.33,fitclick_match,exact,1.0,Reverse Hyperextension,367,https://www.fitclick.com/exercises_Reverse_Hyperextension?eqID=367,Lower Back,Spinal Erectors,
1a. Walk Outs,,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Walk Out Pushups,5248,https://www.fitclick.com/exercises_Walk_Out_Pushups?eqID=5248,Chest,Pectorals,
1d. Band Hold (kneeling),,1,408,102,5.71,strength_median_estimate,,,,,,,,
1b. Plate Arches,,1,408,102,5.71,strength_median_estimate,,,,,,,,
1c. Reverse Hyperextensions,,1,238,60,3.33,fitclick_match,exact,1.0,Reverse Hyperextension,367,https://www.fitclick.com/exercises_Reverse_Hyperextension?eqID=367,Lower Back,Spinal Erectors,
3. Single Leg Standing Leg Curl,,1,272,68,3.81,fitclick_match,fuzzy,0.75,Standing Leg Curls,103,https://www.fitclick.com/exercises_Standing_Leg_Curls?eqID=103,Thighs,Biceps Femoris (Hamstrings),
Horizontal Leg Press Machine,,1,395,99,5.53,fitclick_match,fuzzy_low,0.6,Seated Machine Leg Press,811,https://www.fitclick.com/exercises_Seated_Machine_Leg_Press?eqID=811,Thighs,Thighs,
Single Leg Side Leg Press***,,1,408,102,5.71,fitclick_match,fuzzy,0.75,Single-Leg Press,343,https://www.fitclick.com/exercises_Single_Leg_Press?eqID=343,Thighs,Thighs,
Torso Elevated Lying Leg Curl****,,1,272,68,3.81,fitclick_match,fuzzy_low,0.6,Lying Leg Curls,54,https://www.fitclick.com/exercises_Lying_Leg_Curls?eqID=54,Thighs,Biceps Femoris (Hamstrings),
Smith Stiff Leg Deadlift,smith-machine-stiff-leg-deadlift,1,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/smith-machine-stiff-leg-deadlift.html
Single Arm Reverse Cable Fly,one-arm-cable-reverse-fly,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Band Single-Arm Reverse Fly,790,https://www.fitclick.com/exercises_Band_Single_Arm_Reverse_Fly?eqID=790,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/one-arm-cable-reverse-fly.html
Incline Dumbbell Side Lateral Raise,,1,272,68,3.81,fitclick_match,fuzzy_low,0.6,Lateral Dumbbell Raises,51,https://www.fitclick.com/exercises_Lateral_Dumbbell_Raises?eqID=51,Shoulders,Medial Deltoids,
A2. Incline Cable Front Raise,cable-front-raise,1,272,68,3.81,fitclick_match,fuzzy_low,0.6,Front Cable Raises,36,https://www.fitclick.com/exercises_Front_Cable_Raises?eqID=36,Shoulders,Anterior Deltoids,https://www.muscleandstrength.com/exercises/cable-front-raise.html
Single Arm Palm In Seated Machine Press,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Flutter Kicks,lying-alternate-floor-leg-raise,1,340,85,4.76,fitclick_match,exact,1.0,Flutter Kicks,127,https://www.fitclick.com/exercises_Flutter_Kicks?eqID=127,Abdominals,Lower Rectus Abdominis,https://www.muscleandstrength.com/exercises/lying-alternate-floor-leg-raise.html
Scissor Crosses,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Decline Crunch,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
4. One Arm Preacher Curl Machine,,1,272,68,3.81,fitclick_match,fuzzy_low,0.6,Machine Preacher Curls,61,https://www.fitclick.com/exercises_Machine_Preacher_Curls?eqID=61,Biceps,Biceps,
Reverse wrist curl,reverse-barbell-wrist-curl,1,204,51,2.86,fitclick_match,fuzzy,0.75,Dumbbell Reverse Wrist Curls,62,https://www.fitclick.com/exercises_Dumbbell_Reverse_Wrist_Curls?eqID=62,Forearms,Forearm Flexors,https://www.muscleandstrength.com/exercises/reverse-barbell-wrist-curl.html
Dumbbell Frog Squat,frog-squat,1,408,102,5.71,fitclick_match,fuzzy,0.87,Dumbbell Front Squat,1123,https://www.fitclick.com/exercises_Dumbbell_Front_Squat?eqID=1123,Thighs,Quadriceps,https://www.muscleandstrength.com/exercises/frog-squat.html
Tripod Dumbbell Row,tripod-dumbbell-row,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Dumbbell Row,2060,https://www.fitclick.com/exercises_Dumbbell_Row?eqID=2060,Back,Trapezius,https://www.muscleandstrength.com/exercises/tripod-dumbbell-row
Banded Fly,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Banded Row,,1,408,102,5.71,category_estimate,,,,,,Back,,
Banded Curl,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
4. Lying Dumbbell Tricep Extension,lying-pronated-dumbbell-tricep-extension,1,408,102,5.71,fitclick_match,fuzzy,1.0,Dumbbell Lying Triceps Extensions,1159,https://www.fitclick.com/exercises_Dumbbell_Lying_Triceps_Extensions?eqID=1159,Triceps,Triceps,https://www.muscleandstrength.com/exercises/lying-pronated-dumbbell-tricep-extension
1. 10 Secs,,1,408,102,5.71,strength_median_estimate,,,,,,,,
2. 15 Secs,,1,408,102,5.71,strength_median_estimate,,,,,,,,
3. 20 Secs,,1,408,102,5.71,strength_median_estimate,,,,,,,,
4. 30 Secs,,1,408,102,5.71,strength_median_estimate,,,,,,,,
2. Chest Down Pause Row,chest-supported-dumbbell-row-with-isohold,1,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/chest-supported-dumbbell-row-with-isohold
3. Front Foot Elevated Split Squat,front-foot-elevated-dumbbell-split-squat,1,459,115,6.43,fitclick_match,fuzzy,0.83,Split Squat with Front Foot Elevated,429,https://www.fitclick.com/exercises_Split_Squat_with_Front_Foot_Elevated?eqID=429,Thighs,Thighs,https://www.muscleandstrength.com/exercises/front-foot-elevated-dumbbell-split-squat
5. Cable Pull Through,,1,272,68,3.81,fitclick_match,exact,1.0,Cable Pull Through,889,https://www.fitclick.com/exercises_Cable_Pull_Through?eqID=889,Thighs,Gluteus Maximus,
Band Seated Hip Abduction,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Kettlebell Push Press,1-kb-kettlebell-push-press,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Kettlebell Press,4481,https://www.fitclick.com/exercises_Kettlebell_Press?eqID=4481,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/1-kb-kettlebell-push-press
Kettlebell Suitcase Deadlift,double-kettlebell-suitcase-deadlift,1,374,94,5.24,fitclick_match,exact,1.0,Kettlebell Suitcase Deadlift,4479,https://www.fitclick.com/exercises_Kettlebell_Suitcase_Deadlift?eqID=4479,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/double-kettlebell-suitcase-deadlift
Kettlebell Hollow Body Hold,hollow-body-hold,1,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/hollow-body-hold
Tate Press,tate-press,1,340,85,4.76,fitclick_match,exact,1.0,Tate Press,5167,https://www.fitclick.com/exercises_Tate_Press?eqID=5167,Chest,Pectorals,https://www.muscleandstrength.com/exercises/tate-press.html
Dip Machine,,1,306,76,4.29,fitclick_match,fuzzy_low,0.67,Machine Triceps Dips,183,https://www.fitclick.com/exercises_Machine_Triceps_Dips?eqID=183,Triceps,Triceps,
High to Low Machine Row,,1,408,102,5.71,category_estimate,,,,,,Back,,
1 Arm Hammer Strength Low Row,one-arm-machine-row,1,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/one-arm-machine-row.html
1 Leg Elevated Calf Raise,smith-machine-one-leg-calf-raise,1,238,60,3.33,category_estimate,,,,,,Calves,,https://www.muscleandstrength.com/exercises/smith-machine-one-leg-calf-raise.html
Flat Barbell Bench Press (Use 20% less weight than your previous working sets),,1,459,115,6.43,fitclick_match,fuzzy,0.75,Barbell Bench Press,4,https://www.fitclick.com/exercises_Barbell_Bench_Press?eqID=4,Chest,Pectorals,
Barbell Conventional Deadlift (Use 20% less weight than your previous working sets),,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Barbell Back Squat (Use 20% less weight than your previous working sets),,1,442,110,6.19,fitclick_match,fuzzy,0.87,Barbell Hack Squat,330,https://www.fitclick.com/exercises_Barbell_Hack_Squat?eqID=330,Thighs,Thighs,
Standing Overhead Press (Use 20% less weight than your previous working sets),,1,344,86,4.82,category_estimate,,,,,,Shoulders,,
Barbell Snatch Grip Deadlift,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Barbell Snatch Grip Deadlift (Use 20% less weight than your previous working sets),,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Barbell Front Squat (Use 20% less weight than your previous working sets),,1,408,102,5.71,fitclick_match,fuzzy,0.87,Dumbbell Front Squat,1123,https://www.fitclick.com/exercises_Dumbbell_Front_Squat?eqID=1123,Thighs,Quadriceps,
"07:00
Wake Up",,1,408,102,5.71,strength_median_estimate,,,,,,,,
07:30,,1,408,102,5.71,strength_median_estimate,,,,,,,,
"8:00
Breakfast",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"12:00
Lunch",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"16:00
Pre Workout Snack",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"17:30
Pre Workout",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"18:00-19:30
Workout",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"20:00
Dinner",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"23:00
Bed",,1,408,102,5.71,strength_median_estimate,,,,,,,,
Hex Bar Power Shrug,trap-bar-shrug,1,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/trap-bar-shrug
Smith Bench Press with Bands,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Smith Incline Bench Press with Bands,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Dumbbell Press with Slight Incline,,1,408,102,5.71,fitclick_match,fuzzy_low,0.6,Incline Dumbbell Press,47,https://www.fitclick.com/exercises_Incline_Dumbbell_Press?eqID=47,Chest,Upper Pectorals,
Shoulder Dislocates,banded-shoulder-dislocates,1,344,86,4.82,category_estimate,,,,,,Shoulders,,https://www.muscleandstrength.com/exercises/banded-shoulder-dislocates
Shoulder Tap Push Up,shoulder-tap-push-up,1,408,102,5.71,category_estimate,,,,,,Chest,,https://www.muscleandstrength.com/exercises/shoulder-tap-push-up
Swiss Ball Circles,stir-the-pot-on-exercise-ball,1,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/stir-the-pot-on-exercise-ball
Machine Ab Crunch,,1,238,60,3.33,fitclick_match,fuzzy,0.75,Cybex Ab Crunch Machine,3890,https://www.fitclick.com/exercises_Cybex_Ab_Crunch_Machine?eqID=3890,Abdominals,Rectus Abdominis,
B3. Dumbbell RDL,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
B4. Dumbbell Glute Bridge,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
3 Active Recovery Workouts for Your Next Rest Day,,1,408,102,5.71,strength_median_estimate,,,,,,,,
2b. Pendlay Barbell Row,pendlay-row,1,408,102,5.71,fitclick_match,fuzzy_low,0.6,Pendlay Bent-Over Barbell Rows,5042,https://www.fitclick.com/exercises_Pendlay_Bent_Over_Barbell_Rows?eqID=5042,Back,Spinal Erectors,https://www.muscleandstrength.com/exercises/pendlay-row
2b. Dumbbell Leg Extension,,1,272,68,3.81,fitclick_match,fuzzy_low,0.67,Leg Extensions,52,https://www.fitclick.com/exercises_Leg_Extensions?eqID=52,Thighs,Quadriceps,
0:00 – 1:00,,1,408,102,5.71,strength_median_estimate,,,,,,,,
1:01 – 2:30,,1,408,102,5.71,strength_median_estimate,,,,,,,,
2:31 – 4:00,,1,408,102,5.71,strength_median_estimate,,,,,,,,
4:01 – 5:30,,1,408,102,5.71,strength_median_estimate,,,,,,,,
5:31 – 7:00,,1,408,102,5.71,strength_median_estimate,,,,,,,,
7:01 – 8:30,,1,408,102,5.71,strength_median_estimate,,,,,,,,
