id,title,category,equipment,fitness_goal,workout_type,gender,training_level,days_per_week,program_duration_weeks,time_per_workout,author,num_sections,num_exercises,has_video,has_pdf,url
power-muscle-burn-5-day-powerbuilding-split,Power Muscle Burn 5 Day Powerbuilding Split,full_workout,fully equipped gym,muscle building,split,men,intermediate,5,12,45-60 minutes,Steve Shaw,5,31,False,True,https://www.muscleandstrength.com/workouts/power-muscle-burn-5-day-powerbuilding-split.html
powerlifting-workout,100% Powerlifting Workout,full_workout,fully equipped gym,strength,split,both,intermediate,4,8,60-75 minutes,M&S Writers,4,19,False,True,https://www.muscleandstrength.com/workouts/powerlifting-workout.html
project-wheels-hybrid-program-for-leg-size-strength,Project WHEELS: The Ultimate Hybrid Program for Leg Size and Strength,focused,fully equipped gym,muscle building,single muscle group,both,intermediate,5,6,45-60 minutes,Lee Boyce,11,25,True,False,https://www.muscleandstrength.com/workouts/project-wheels-hybrid-program-for-leg-size-strength
punisher-better-body-muscle-building-workout,The Punisher: A Relentless Better Body Workout,full_workout,home / small gym,muscle building,full body,both,intermediate,3,6,30-45 minutes,Fitman,1,7,False,False,https://www.muscleandstrength.com/workouts/punisher-better-body-muscle-building-workout
punisher-workout-vol-ii,The Punisher Vol. II: A Full Body Fat Burning Workout,full_workout,home / small gym,muscle building,full body,both,intermediate,2,,,Fitman,1,8,True,False,https://www.muscleandstrength.com/workouts/punisher-workout-vol-ii
quarter-rep-method,Build Your Lagging Chest with the 1/4 Rep Pump Out Method,focused,home / small gym,muscle building,single muscle group,both,intermediate,1,6,45-60 minutes,"Coach Dustin Myers, CSCS",1,5,False,True,https://www.muscleandstrength.com/workouts/quarter-rep-method
recommit-to-fit-2-week-plan,2-Week Workout Plan to Jumpstart Your Return to the Gym,program,fully equipped gym,general fitness,full body,both,beginner,4,2,60 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",4,40,False,True,https://www.muscleandstrength.com/workouts/recommit-to-fit-2-week-plan
rippetoe-wichita-falls-novice-program,Rippetoe Wichita Falls Novice Program,full_workout,home / small gym,strength,full body,both,beginner,3,12,45-60 minutes,M&S Writers,3,9,False,True,https://www.muscleandstrength.com/workouts/rippetoe-wichita-falls-novice-program.html
rp-21-glute-workout-program,RP-21 Glute Building Workout Program,focused,fully equipped gym,muscle building,single muscle group,both,intermediate,1,4,45-60 minutes,Fitman,1,6,True,True,https://www.muscleandstrength.com/workouts/rp-21-glute-workout-program
scott-herman-german-volume-training-upper-lower-workout,Scott Herman’s German Volume Training Upper/Lower Workout,full_workout,fully equipped gym,muscle building,split,both,advanced,4,12,90-120 minutes,Scott Herman,2,14,True,True,https://www.muscleandstrength.com/workouts/scott-herman-german-volume-training-upper-lower-workout
sculpted-strength-bodybuilding-program,Sculpted Strength: The Ultimate 12 Week Bodybuilding Program,program,fully equipped gym,muscle building,single muscle group,both,intermediate,6,12,60-90 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",6,38,False,True,https://www.muscleandstrength.com/workouts/sculpted-strength-bodybuilding-program
shredded-21-day-fat-loss,Get Shredded For The New Year: 21-Day Fat Loss Workout,full_workout,fully equipped gym,fat loss,full body,both,beginner,7,3,45-60 minutes,"Coach Dustin Myers, CSCS",6,54,True,True,https://www.muscleandstrength.com/workouts/shredded-21-day-fat-loss
single-pair-dumbbell-bodyweight-workout,4 Day Dumbbell and Bodyweight Fat Loss Workout,program,body weight,fat loss,split,both,beginner,4,6,30-60 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",4,27,False,True,https://www.muscleandstrength.com/workouts/single-pair-dumbbell-bodyweight-workout
specific-periodized-linear-advanced-strength-hypertrophy,SPLASH Training - Specific Periodized Linear Advanced Strength + Hypertrophy,full_workout,fully equipped gym,muscle building,split,men,intermediate,6,6,60-75 minutes,Billy Porter,6,39,False,True,https://www.muscleandstrength.com/workouts/specific-periodized-linear-advanced-strength-hypertrophy
spring-cleaning-12-weeks-to-shredded,Spring cLEANing: 12 Weeks to Shredded!,program,fully equipped gym,fat loss,split,men,intermediate,5,12,45-75 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",10,67,False,True,https://www.muscleandstrength.com/workouts/spring-cleaning-12-weeks-to-shredded
spring-fat-melter,Spring Fat Melter: 6 Week Fat Loss Workout,program,fully equipped gym,fat loss,split,both,beginner,3,6,45-60 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",4,33,False,True,https://www.muscleandstrength.com/workouts/spring-fat-melter
spring-shred-starter-workout,Spring Shred Starter Workout: Full Body Workouts + Cardio,program,fully equipped gym,fat loss,full body,both,beginner,3,8,45-70 minutes,Eric Broser,3,28,False,True,https://www.muscleandstrength.com/workouts/spring-shred-starter-workout
squat-workout-improved-size-strength,2 Day Squat Workout For Improved Size & Strength,full_workout,fully equipped gym,muscle building,split,both,intermediate,2,8,45-60 minutes,Steve Shaw,2,8,False,True,https://www.muscleandstrength.com/workouts/squat-workout-improved-size-strength
steve-reeves-inspired-workout,Building the Ideal Body: Steve Reeves Inspired Workout Program,program,home / small gym,muscle building,full body,men,intermediate,3,12,60-90 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",3,32,False,True,https://www.muscleandstrength.com/workouts/steve-reeves-inspired-workout
steves-titanic-tricep-builder-workout,Steve's Titanic Tricep Builder Workout,focused,home / small gym,muscle building,single muscle group,both,beginner,1,8,30-45 minutes,Steve Shaw,3,17,False,True,https://www.muscleandstrength.com/workouts/steves-titanic-tricep-builder-workout.html
strength-bulk-beginner-workout-linear-progression,Strength And Bulk Beginner Workout - Linear Progression,full_workout,home / small gym,strength,full body,men,beginner,3,10,45-60 minutes,Steve Shaw,3,15,False,True,https://www.muscleandstrength.com/workouts/strength-bulk-beginner-workout-linear-progression
stronger-together-parent-teen-workout,Stronger Together: 8-Week Parent & Teen Workout Program,program,fully equipped gym,muscle building,split,both,beginner,4,8,45-60 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",4,20,False,True,https://www.muscleandstrength.com/workouts/stronger-together-parent-teen-workout
summer-shape-up-womens-home-workout,Summer Shape Up at Home: Women's 6 Week Fat-Burning Workout,program,home / small gym,fat loss,split,women,beginner,5,6,30 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",5,25,False,True,https://www.muscleandstrength.com/workouts/summer-shape-up-womens-home-workout
tactical-physique-strength-conditioning-workout,The Tactical Physique: A Functional Strength Training & Conditioning Workout,full_workout,home / small gym,general fitness,split,both,intermediate,4,10,60 minutes,Brad Borland,5,45,False,True,https://www.muscleandstrength.com/workouts/tactical-physique-strength-conditioning-workout
the-bear-barbell-complex,The Bear Barbell Complex,full_workout,home / small gym,general fitness,full body,both,intermediate,3,8,15-20 minutes,Thomas Schultz,1,4,False,True,https://www.muscleandstrength.com/workouts/the-bear-barbell-complex.html
the-butt-builder,The Butt Builder Workout: Women's Workout For Bigger Glutes,focused,fully equipped gym,muscle building,single muscle group,both,beginner,1,6,45-60 minutes,Julie Michaelson,1,5,False,True,https://www.muscleandstrength.com/workouts/the-butt-builder.html
the-cardio-free-fat-burning-workout-program,The Cardio-Free Fat Burning Workout Program,full_workout,fully equipped gym,fat loss,full body,both,intermediate,4,3,30-60 minutes,Eric Broser,3,29,False,True,https://www.muscleandstrength.com/workouts/the-cardio-free-fat-burning-workout-program
the-complete-squat-program,The Complete Squat Program: Build Strength & Muscle in 8 Weeks,program,fully equipped gym,strength,split,both,beginner,4,8,45-75 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",4,22,False,True,https://www.muscleandstrength.com/workouts/the-complete-squat-program
the-next-step-phase-2-intermediate-workout,The Next Step: Phase 2 of the Intermediate Mass Building Workout,full_workout,fully equipped gym,muscle building,full body,men,intermediate,3,6,60-75 minutes,Team SAN,3,32,False,True,https://www.muscleandstrength.com/workouts/the-next-step-phase-2-intermediate-workout
the-power-pump-routine,The Power Pump Routine,full_workout,fully equipped gym,muscle building,split,both,intermediate,3,6,30-45 minutes,Jim Brewster,3,15,False,True,https://www.muscleandstrength.com/workouts/the-power-pump-routine
the-super-toning-training-routine,The Super Toning Training Routine,full_workout,fully equipped gym,muscle building,split,both,intermediate,5,9,45-60 minutes,Doug Lawrenson,6,27,False,True,https://www.muscleandstrength.com/workouts/the-super-toning-training-routine.html
the-ultimate-bro-split,The Ultimate Bro Split: 12 Weeks to MASS,program,fully equipped gym,muscle building,split,both,intermediate,5,12,45-70 minutes,M&S Team,5,28,False,True,https://www.muscleandstrength.com/workouts/the-ultimate-bro-split
three-30-minute-fat-burning-workouts,Three 30 Minute Fat Burning Weekly Workouts,full_workout,fully equipped gym,fat loss,full body,both,beginner,3,4,30 minutes,Dave Bonollo,3,21,False,True,https://www.muscleandstrength.com/workouts/three-30-minute-fat-burning-workouts
three-muscle-toning-arms-workouts-women,Three Muscle Toning Arm Workouts For Women,focused,fully equipped gym,muscle building,single muscle group,women,beginner,1,12,30-45 minutes,John Gormen,3,12,False,True,https://www.muscleandstrength.com/workouts/three-muscle-toning-arms-workouts-women
total-body-torcher,Total Body Torcher: 8 Week Full Body Fat Loss Workout,program,home / small gym,fat loss,full body,both,beginner,3,8,45 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",6,28,False,True,https://www.muscleandstrength.com/workouts/total-body-torcher
total-package-workout,The Total Package: A Full Body Strength & Hypertrophy Workout,full_workout,fully equipped gym,muscle building,full body,both,intermediate,3,8,75-90 minutes,Josh England,3,27,False,True,https://www.muscleandstrength.com/workouts/total-package-workout
upper-lower-4-day-gym-bodybuilding-workout,Upper/Lower 4 Day Bodybuilding Workout,full_workout,fully equipped gym,muscle building,split,both,beginner,4,10,45-60 minutes,Steve Shaw,4,32,False,True,https://www.muscleandstrength.com/workouts/upper-lower-4-day-gym-bodybuilding-workout
upper-lower-bodyweight-split,4 Day Upper/Lower Bodyweight Split Workout,full_workout,home / small gym,general fitness,split,both,beginner,4,,45 minutes,Damon Weinhold,2,14,True,True,https://www.muscleandstrength.com/workouts/upper-lower-bodyweight-split
upper-lower-kettlebell-workout,Upper/Lower (At Home) Kettlebell Workout,full_workout,home / small gym,muscle building,split,both,beginner,4,6,45-60 minutes,Josh England,4,20,False,True,https://www.muscleandstrength.com/workouts/upper-lower-kettlebell-workout
upper-lower-womens-dumbbell-only-workout,4 Day Upper/Lower Women's Dumbbell Only Workout,program,home / small gym,muscle building,split,women,beginner,4,8,20-60 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",5,35,False,True,https://www.muscleandstrength.com/workouts/upper-lower-womens-dumbbell-only-workout
women-over-40,10-Week Lean & Strong Program for Women 40+,program,fully equipped gym,muscle building,split,women,beginner,4,10,60-80 minutes,"Roger \u201cRock\u201d Lockridge, Senior Writer",4,20,False,True,https://www.muscleandstrength.com/workouts/women-over-40
womens-fitness-trainer-6-week-fat-loss-workout,Women's Fitness Trainer: 6 Week Women’s Workout for Fat Loss,program,home / small gym,fat loss,full body,women,intermediate,4,6,45-60 minutes,Brad Borland,2,17,False,True,https://www.muscleandstrength.com/workouts/womens-fitness-trainer-6-week-fat-loss-workout
womens-fitness-trainer-6-week-strength-workout,Women’s Fitness Trainer: 6 Week Women's Workout for Strength,program,fully equipped gym,strength,full body,women,beginner,3,6,45-60 minutes,Brad Borland,3,30,False,True,https://www.muscleandstrength.com/workouts/womens-fitness-trainer-6-week-strength-workout
